event_id,feeder_id,trip_start_time,trip_end_time,fault_description
EVT_000260,FDR_007,15/07/2006 14:00,15/07/2006 22:00,Unknown cause – reset successful
EVT_000261,FDR_025,06/07/2006 13:00,06/07/2006 21:00,Conductor damage mid span
EVT_000262,FDR_023,14/08/2006 20:00,15/08/2006 05:00,HV trip – limited historical detail
EVT_000262_DUP,FDR_023,14/08/2006 20:02,15/08/2006 05:00,Duplicate trip record from control system
EVT_000263,FDR_017,07/11/2006 16:00,07/11/2006 21:00,HV trip – limited historical detail
EVT_000264,FDR_019,14/05/2006 01:00,14/05/2006 02:00,HV trip – limited historical detail
EVT_000265,FDR_004,16/03/2006 19:00,17/03/2006 04:00,Insulator failure reported on cross-arm
EVT_000266,FDR_015,14/06/2006 03:00,14/06/2006 17:00,Conductor damage mid span
EVT_000267,FDR_003,30/04/2006 23:00,01/05/2006 00:00,HV trip – limited historical detail
EVT_000267_DUP,FDR_003,30/04/2006 23:02,01/05/2006 00:00,Duplicate trip record from control system
EVT_000268,FDR_004,09/04/2006 10:00,09/04/2006 12:00,HV trip – limited historical detail
EVT_000269,FDR_011,22/07/2006 14:00,23/07/2006 00:00,Bird strike on overhead conductor
EVT_000270,FDR_008,09/11/2006 07:00,09/11/2006 12:00,Insulator failure reported on cross-arm
EVT_000271,FDR_014,18/03/2006 13:00,18/03/2006 18:00,UG cable insulation breakdown
EVT_000272,FDR_006,24/08/2006 08:00,24/08/2006 15:00,HV trip – limited historical detail
EVT_000273,FDR_022,31/10/2006 08:00,31/10/2006 13:00,HV trip – limited historical detail
EVT_000274,FDR_002,12/03/2006 17:00,12/03/2006 21:00,Conductor damage mid span
EVT_000275,FDR_009,12/09/2006 08:00,12/09/2006 12:00,Unknown cause – reset successful
EVT_000276,FDR_019,25/11/2006 03:00,25/11/2006 08:00,HV trip – limited historical detail
EVT_000277,FDR_008,27/09/2006 19:00,27/09/2006 23:00,Insulator failure reported on cross-arm
EVT_000278,FDR_014,08/02/2006 23:00,09/02/2006 13:00,Foil balloon contact on overhead line
EVT_000279,FDR_015,21/11/2006 10:00,21/11/2006 13:00,Squirrel on cross-arm causing fault
EVT_000279_DUP,FDR_015,21/11/2006 10:02,21/11/2006 13:00,Duplicate trip record from control system
EVT_000280,FDR_011,01/07/2006 07:00,01/07/2006 13:00,HV trip – limited historical detail
EVT_000281,FDR_007,12/09/2006 01:00,12/09/2006 11:00,HV trip – limited historical detail
EVT_000281_DUP,FDR_007,12/09/2006 01:02,12/09/2006 11:00,Duplicate trip record from control system
EVT_000282,FDR_014,05/09/2006 22:00,06/09/2006 12:00,Tree contact on overhead line during high winds
EVT_000283,FDR_008,16/10/2006 07:00,16/10/2006 18:00,Unknown cause – reset successful
EVT_000284,FDR_019,27/11/2006 00:00,27/11/2006 14:00,Bird strike on overhead conductor
EVT_000285,FDR_012,15/01/2006 04:00,15/01/2006 12:00,HV trip – limited historical detail
EVT_000286,FDR_018,16/06/2006 13:00,17/06/2006 01:00,Swan strike mid span over river
EVT_000287,FDR_005,06/05/2006 08:00,06/05/2006 19:00,"HV trip – cause unclear, no defects found"
EVT_000288,FDR_003,01/02/2006 15:00,02/02/2006 05:00,Cable joint failure suspected
EVT_000289,FDR_021,31/03/2006 21:00,01/04/2006 08:00,Cable joint failure suspected
EVT_000290,FDR_020,06/04/2006 17:00,06/04/2006 23:00,Conductor damage mid span
EVT_000291,FDR_021,13/03/2006 11:00,14/03/2006 01:00,Conductor damage mid span
EVT_000292,FDR_010,08/03/2006 02:00,08/03/2006 16:00,Cable joint failure suspected
EVT_000293,FDR_023,03/11/2006 16:00,04/11/2006 02:00,Tree contact on overhead line during high winds
EVT_000294,FDR_002,18/10/2006 10:00,18/10/2006 22:00,HV trip – limited historical detail
EVT_000295,FDR_025,05/01/2006 07:00,05/01/2006 18:00,HV trip – limited historical detail
EVT_000296,FDR_009,04/04/2006 18:00,04/04/2006 23:00,HV trip – limited historical detail
EVT_000297,FDR_020,13/05/2006 07:00,13/05/2006 20:00,HV trip – limited historical detail
EVT_000298,FDR_007,31/08/2006 03:00,31/08/2006 04:00,Unknown cause – reset successful
EVT_000299,FDR_006,14/10/2006 01:00,14/10/2006 12:00,Insulator failure reported on cross-arm
EVT_000300,FDR_001,21/09/2006 20:00,22/09/2006 08:00,HV trip – limited historical detail
EVT_000301,FDR_008,14/11/2006 02:00,14/11/2006 14:00,HV trip – limited historical detail
EVT_000302,FDR_016,24/12/2006 23:00,25/12/2006 11:00,Conductor damage mid span
EVT_000303,FDR_009,28/03/2006 07:00,28/03/2006 15:00,Bird strike on overhead conductor
EVT_000303_DUP,FDR_009,28/03/2006 07:02,28/03/2006 15:00,Duplicate trip record from control system
EVT_000304,FDR_016,23/12/2007 11:00,24/12/2007 00:00,Foil balloon contact on overhead line
EVT_000304_DUP,FDR_016,23/12/2007 11:02,24/12/2007 00:00,Duplicate trip record from control system
EVT_000305,FDR_023,20/09/2007 16:00,21/09/2007 04:00,"HV trip – cause unclear, no defects found"
EVT_000306,FDR_006,30/04/2007 07:00,30/04/2007 17:00,Insulator failure reported on cross-arm
EVT_000307,FDR_023,31/05/2007 11:00,31/05/2007 13:00,Conductor damage mid span
EVT_000308,FDR_010,13/06/2007 05:00,13/06/2007 08:00,Foil balloon contact on overhead line
EVT_000309,FDR_025,26/05/2007 14:00,27/05/2007 02:00,HV trip – limited historical detail
EVT_000310,FDR_005,06/10/2007 12:00,06/10/2007 20:00,"HV trip – cause unclear, no defects found"
EVT_000310_DUP,FDR_005,06/10/2007 12:02,06/10/2007 20:00,Duplicate trip record from control system
EVT_000311,FDR_002,23/04/2007 03:00,23/04/2007 10:00,HV trip – limited historical detail
EVT_000312,FDR_005,30/10/2007 23:00,31/10/2007 07:00,HV trip – limited historical detail
EVT_000313,FDR_022,02/05/2007 13:00,02/05/2007 22:00,UG cable strike during excavation works
EVT_000314,FDR_006,18/02/2007 06:00,18/02/2007 10:00,HV trip – limited historical detail
EVT_000315,FDR_006,15/09/2007 03:00,15/09/2007 10:00,HV trip – limited historical detail
EVT_000316,FDR_024,30/12/2007 01:00,30/12/2007 02:00,Conductor damage mid span
EVT_000317,FDR_016,12/03/2007 05:00,12/03/2007 17:00,HV trip – limited historical detail
EVT_000317_DUP,FDR_016,12/03/2007 05:02,12/03/2007 17:00,Duplicate trip record from control system
EVT_000318,FDR_011,08/04/2007 17:00,08/04/2007 20:00,Unknown cause – reset successful
EVT_000319,FDR_025,11/07/2007 23:00,12/07/2007 09:00,"HV trip – cause unclear, no defects found"
EVT_000320,FDR_018,03/05/2007 12:00,03/05/2007 17:00,HV trip – limited historical detail
EVT_000321,FDR_002,21/12/2007 06:00,21/12/2007 11:00,HV trip – limited historical detail
EVT_000322,FDR_018,05/09/2007 00:00,05/09/2007 11:00,Insulator failure reported on cross-arm
EVT_000322_DUP,FDR_018,05/09/2007 00:02,05/09/2007 11:00,Duplicate trip record from control system
EVT_000323,FDR_013,26/09/2007 11:00,26/09/2007 13:00,"HV trip – cause unclear, no defects found"
EVT_000324,FDR_012,26/01/2007 09:00,26/01/2007 13:00,Bird strike on overhead conductor
EVT_000325,FDR_015,05/01/2007 21:00,06/01/2007 05:00,HV trip – limited historical detail
EVT_000326,FDR_013,21/02/2007 19:00,22/02/2007 05:00,"Storm-related outage, multiple spans affected"
EVT_000327,FDR_003,28/09/2007 21:00,29/09/2007 04:00,Cable joint failure suspected
EVT_000328,FDR_017,26/07/2007 05:00,26/07/2007 08:00,"Storm-related outage, multiple spans affected"
EVT_000329,FDR_002,06/06/2007 13:00,07/06/2007 03:00,UG cable insulation breakdown
EVT_000330,FDR_015,13/06/2007 12:00,13/06/2007 15:00,"Storm-related outage, multiple spans affected"
EVT_000330_DUP,FDR_015,13/06/2007 12:02,13/06/2007 15:00,Duplicate trip record from control system
EVT_000331,FDR_002,13/06/2007 06:00,13/06/2007 07:00,Unknown cause – reset successful
EVT_000332,FDR_012,18/05/2007 12:00,19/05/2007 00:00,HV trip – limited historical detail
EVT_000333,FDR_005,15/11/2007 05:00,15/11/2007 08:00,UG cable strike during excavation works
EVT_000333_DUP,FDR_005,15/11/2007 05:02,15/11/2007 08:00,Duplicate trip record from control system
EVT_000334,FDR_005,05/06/2007 17:00,06/06/2007 00:00,HV trip – limited historical detail
EVT_000335,FDR_018,14/09/2007 19:00,15/09/2007 07:00,Cable joint failure suspected
EVT_000336,FDR_020,31/07/2007 13:00,31/07/2007 18:00,UG cable strike during excavation works
EVT_000336_DUP,FDR_020,31/07/2007 13:02,31/07/2007 18:00,Duplicate trip record from control system
EVT_000337,FDR_021,06/07/2007 22:00,07/07/2007 02:00,"HV trip – cause unclear, no defects found"
EVT_000338,FDR_009,05/02/2007 13:00,05/02/2007 16:00,HV trip – limited historical detail
EVT_000339,FDR_015,21/05/2007 21:00,22/05/2007 05:00,HV trip – limited historical detail
EVT_000340,FDR_003,02/01/2007 21:00,03/01/2007 09:00,HV trip – limited historical detail
EVT_000341,FDR_001,23/04/2007 11:00,23/04/2007 13:00,HV trip – limited historical detail
EVT_000342,FDR_004,15/08/2007 10:00,15/08/2007 12:00,Bird strike on overhead conductor
EVT_000343,FDR_006,17/09/2007 05:00,17/09/2007 08:00,HV trip – limited historical detail
EVT_000344,FDR_023,30/04/2007 02:00,30/04/2007 15:00,HV trip – limited historical detail
EVT_000345,FDR_010,09/12/2007 06:00,09/12/2007 10:00,Unknown cause – reset successful
EVT_000346,FDR_010,03/01/2007 21:00,04/01/2007 00:00,Unknown cause – reset successful
EVT_000347,FDR_007,24/05/2007 13:00,24/05/2007 14:00,Squirrel on cross-arm causing fault
EVT_000347_DUP,FDR_007,24/05/2007 13:02,24/05/2007 14:00,Duplicate trip record from control system
EVT_000348,FDR_023,11/01/2007 18:00,12/01/2007 00:00,UG cable insulation breakdown
EVT_000348_DUP,FDR_023,11/01/2007 18:02,12/01/2007 00:00,Duplicate trip record from control system
EVT_000349,FDR_004,06/12/2007 09:00,06/12/2007 16:00,HV trip – limited historical detail
EVT_000350,FDR_006,14/11/2007 00:00,14/11/2007 01:00,HV trip – limited historical detail
EVT_000351,FDR_015,10/01/2007 15:00,10/01/2007 23:00,Swan strike mid span over river
EVT_000351_DUP,FDR_015,10/01/2007 15:02,10/01/2007 23:00,Duplicate trip record from control system
EVT_000352,FDR_022,09/04/2008 22:00,10/04/2008 00:00,Squirrel on cross-arm causing fault
EVT_000353,FDR_017,12/06/2008 10:00,12/06/2008 22:00,Conductor damage mid span
EVT_000354,FDR_005,20/07/2008 22:00,21/07/2008 04:00,"HV trip – cause unclear, no defects found"
EVT_000354_DUP,FDR_005,20/07/2008 22:02,21/07/2008 04:00,Duplicate trip record from control system
EVT_000355,FDR_014,27/04/2008 18:00,28/04/2008 04:00,Insulator failure reported on cross-arm
EVT_000356,FDR_014,25/03/2008 17:00,26/03/2008 00:00,Insulator failure reported on cross-arm
EVT_000357,FDR_008,11/01/2008 03:00,11/01/2008 10:00,Insulator failure reported on cross-arm
EVT_000358,FDR_021,15/05/2008 10:00,15/05/2008 18:00,UG cable strike during excavation works
EVT_000359,FDR_025,24/04/2008 16:00,24/04/2008 23:00,Swan strike mid span over river
EVT_000360,FDR_015,03/12/2008 19:00,04/12/2008 09:00,Swan strike mid span over river
EVT_000360_DUP,FDR_015,03/12/2008 19:02,04/12/2008 09:00,Duplicate trip record from control system
EVT_000361,FDR_013,29/03/2008 21:00,29/03/2008 22:00,Cable joint failure suspected
EVT_000362,FDR_023,17/05/2008 18:00,18/05/2008 04:00,"HV trip – cause unclear, no defects found"
EVT_000363,FDR_022,14/04/2008 03:00,14/04/2008 14:00,Insulator failure reported on cross-arm
EVT_000364,FDR_011,27/06/2008 06:00,27/06/2008 10:00,"Storm-related outage, multiple spans affected"
EVT_000365,FDR_016,04/05/2008 13:00,05/05/2008 02:00,"HV trip – cause unclear, no defects found"
EVT_000366,FDR_016,27/03/2008 07:00,27/03/2008 10:00,Insulator failure reported on cross-arm
EVT_000367,FDR_022,29/11/2008 06:00,29/11/2008 13:00,Swan strike mid span over river
EVT_000368,FDR_022,26/08/2008 21:00,26/08/2008 23:00,Conductor damage mid span
EVT_000369,FDR_016,31/01/2008 11:00,31/01/2008 20:00,Tree contact on overhead line during high winds
EVT_000370,FDR_015,12/06/2008 04:00,12/06/2008 07:00,Swan strike mid span over river
EVT_000371,FDR_015,17/05/2008 09:00,17/05/2008 17:00,Foil balloon contact on overhead line
EVT_000372,FDR_003,11/04/2008 08:00,11/04/2008 11:00,Squirrel on cross-arm causing fault
EVT_000373,FDR_010,18/03/2008 17:00,18/03/2008 18:00,UG cable insulation breakdown
EVT_000374,FDR_024,13/03/2008 01:00,13/03/2008 07:00,Unknown cause – reset successful
EVT_000375,FDR_009,11/09/2008 03:00,11/09/2008 06:00,Squirrel on cross-arm causing fault
EVT_000376,FDR_005,11/03/2008 02:00,11/03/2008 08:00,Squirrel on cross-arm causing fault
EVT_000377,FDR_002,18/07/2008 13:00,18/07/2008 19:00,Insulator failure reported on cross-arm
EVT_000378,FDR_012,29/05/2008 04:00,29/05/2008 08:00,"HV trip – cause unclear, no defects found"
EVT_000379,FDR_006,15/07/2008 02:00,15/07/2008 13:00,Unknown cause – reset successful
EVT_000380,FDR_023,17/08/2008 02:00,17/08/2008 12:00,Swan strike mid span over river
EVT_000381,FDR_002,23/12/2008 19:00,24/12/2008 08:00,UG cable strike during excavation works
EVT_000382,FDR_025,31/05/2008 08:00,31/05/2008 13:00,"Storm-related outage, multiple spans affected"
EVT_000383,FDR_018,12/04/2008 15:00,12/04/2008 20:00,Conductor damage mid span
EVT_000384,FDR_022,17/08/2008 11:00,17/08/2008 14:00,Unknown cause – reset successful
EVT_000385,FDR_024,09/12/2008 11:00,09/12/2008 14:00,Swan strike mid span over river
EVT_000385_DUP,FDR_024,09/12/2008 11:02,09/12/2008 14:00,Duplicate trip record from control system
EVT_000386,FDR_010,22/02/2008 20:00,23/02/2008 01:00,Cable joint failure suspected
EVT_000387,FDR_010,27/07/2008 20:00,28/07/2008 07:00,Conductor damage mid span
EVT_000388,FDR_017,28/12/2008 03:00,28/12/2008 06:00,Bird strike on overhead conductor
EVT_000389,FDR_003,01/03/2008 23:00,02/03/2008 13:00,Cable joint failure suspected
EVT_000390,FDR_004,20/01/2008 13:00,20/01/2008 16:00,Bird strike on overhead conductor
EVT_000391,FDR_024,02/03/2008 12:00,02/03/2008 20:00,Insulator failure reported on cross-arm
EVT_000392,FDR_010,03/11/2008 14:00,03/11/2008 19:00,UG cable insulation breakdown
EVT_000393,FDR_012,02/01/2008 17:00,02/01/2008 18:00,UG cable strike during excavation works
EVT_000394,FDR_010,09/01/2008 00:00,09/01/2008 13:00,Tree contact on overhead line during high winds
EVT_000395,FDR_008,29/05/2008 18:00,30/05/2008 04:00,UG cable strike during excavation works
EVT_000396,FDR_002,15/10/2008 20:00,16/10/2008 06:00,UG cable insulation breakdown
EVT_000397,FDR_017,17/08/2008 22:00,18/08/2008 12:00,UG cable insulation breakdown
EVT_000398,FDR_003,13/10/2008 00:00,13/10/2008 08:00,Unknown cause – reset successful
EVT_000398_DUP,FDR_003,13/10/2008 00:02,13/10/2008 08:00,Duplicate trip record from control system
EVT_000399,FDR_020,08/02/2008 06:00,08/02/2008 14:00,Conductor damage mid span
EVT_000400,FDR_015,08/10/2008 22:00,09/10/2008 03:00,Conductor damage mid span
EVT_000401,FDR_013,28/10/2009 14:00,29/10/2009 01:00,Bird strike on overhead conductor
EVT_000402,FDR_011,19/07/2009 23:00,20/07/2009 01:00,"Storm-related outage, multiple spans affected"
EVT_000403,FDR_011,17/05/2009 07:00,17/05/2009 21:00,Conductor damage mid span
EVT_000404,FDR_024,26/09/2009 05:00,26/09/2009 13:00,Conductor damage mid span
EVT_000405,FDR_020,28/09/2009 15:00,28/09/2009 23:00,Conductor damage mid span
EVT_000405_DUP,FDR_020,28/09/2009 15:02,28/09/2009 23:00,Duplicate trip record from control system
EVT_000406,FDR_016,08/08/2009 02:00,08/08/2009 13:00,Conductor damage mid span
EVT_000406_DUP,FDR_016,08/08/2009 02:02,08/08/2009 13:00,Duplicate trip record from control system
EVT_000407,FDR_014,19/01/2009 01:00,19/01/2009 03:00,Insulator failure reported on cross-arm
EVT_000408,FDR_016,10/12/2009 18:00,11/12/2009 05:00,UG cable insulation breakdown
EVT_000409,FDR_013,28/02/2009 17:00,01/03/2009 06:00,Squirrel on cross-arm causing fault
EVT_000410,FDR_022,16/10/2009 21:00,17/10/2009 07:00,Foil balloon contact on overhead line
EVT_000411,FDR_021,03/04/2009 14:00,03/04/2009 18:00,Insulator failure reported on cross-arm
EVT_000412,FDR_012,03/01/2009 18:00,03/01/2009 23:00,Insulator failure reported on cross-arm
EVT_000413,FDR_023,10/09/2009 08:00,10/09/2009 09:00,"HV trip – cause unclear, no defects found"
EVT_000414,FDR_021,03/02/2009 03:00,03/02/2009 17:00,Swan strike mid span over river
EVT_000414_DUP,FDR_021,03/02/2009 03:02,03/02/2009 17:00,Duplicate trip record from control system
EVT_000415,FDR_021,10/09/2009 17:00,10/09/2009 22:00,Foil balloon contact on overhead line
EVT_000416,FDR_011,04/10/2009 09:00,04/10/2009 21:00,Bird strike on overhead conductor
EVT_000417,FDR_018,29/04/2009 06:00,29/04/2009 10:00,"HV trip – cause unclear, no defects found"
EVT_000418,FDR_008,03/10/2009 21:00,04/10/2009 01:00,Swan strike mid span over river
EVT_000419,FDR_025,22/02/2009 01:00,22/02/2009 11:00,UG cable strike during excavation works
EVT_000419_DUP,FDR_025,22/02/2009 01:02,22/02/2009 11:00,Duplicate trip record from control system
EVT_000420,FDR_015,29/09/2009 00:00,29/09/2009 12:00,UG cable insulation breakdown
EVT_000421,FDR_004,12/09/2009 14:00,13/09/2009 00:00,Bird strike on overhead conductor
EVT_000422,FDR_012,29/11/2009 00:00,29/11/2009 05:00,Squirrel on cross-arm causing fault
EVT_000422_DUP,FDR_012,29/11/2009 00:02,29/11/2009 05:00,Duplicate trip record from control system
EVT_000423,FDR_025,15/10/2009 03:00,15/10/2009 11:00,"HV trip – cause unclear, no defects found"
EVT_000424,FDR_024,31/08/2009 19:00,01/09/2009 04:00,Conductor damage mid span
EVT_000425,FDR_016,07/08/2009 15:00,08/08/2009 05:00,Insulator failure reported on cross-arm
EVT_000426,FDR_006,16/08/2009 03:00,16/08/2009 06:00,Cable joint failure suspected
EVT_000427,FDR_015,21/04/2009 13:00,21/04/2009 18:00,Insulator failure reported on cross-arm
EVT_000428,FDR_009,28/08/2009 17:00,28/08/2009 20:00,UG cable strike during excavation works
EVT_000429,FDR_025,23/03/2009 09:00,23/03/2009 22:00,Unknown cause – reset successful
EVT_000430,FDR_009,05/12/2009 22:00,06/12/2009 11:00,Bird strike on overhead conductor
EVT_000431,FDR_014,28/03/2009 09:00,28/03/2009 20:00,Tree contact on overhead line during high winds
EVT_000431_DUP,FDR_014,28/03/2009 09:02,28/03/2009 20:00,Duplicate trip record from control system
EVT_000432,FDR_024,09/09/2009 23:00,10/09/2009 09:00,"Storm-related outage, multiple spans affected"
EVT_000433,FDR_002,31/05/2009 23:00,01/06/2009 02:00,Tree contact on overhead line during high winds
EVT_000433_DUP,FDR_002,31/05/2009 23:02,01/06/2009 02:00,Duplicate trip record from control system
EVT_000434,FDR_011,02/03/2009 04:00,02/03/2009 14:00,UG cable insulation breakdown
EVT_000435,FDR_005,02/03/2009 21:00,03/03/2009 03:00,Unknown cause – reset successful
EVT_000436,FDR_020,14/12/2009 15:00,14/12/2009 21:00,Insulator failure reported on cross-arm
EVT_000437,FDR_025,04/04/2009 15:00,05/04/2009 03:00,UG cable strike during excavation works
EVT_000438,FDR_004,20/12/2009 12:00,20/12/2009 16:00,Swan strike mid span over river
EVT_000439,FDR_019,15/01/2009 13:00,16/01/2009 01:00,Tree contact on overhead line during high winds
EVT_000440,FDR_010,29/09/2009 10:00,29/09/2009 22:00,Unknown cause – reset successful
EVT_000441,FDR_003,11/10/2009 10:00,11/10/2009 15:00,UG cable strike during excavation works
EVT_000442,FDR_015,03/04/2009 16:00,03/04/2009 19:00,"HV trip – cause unclear, no defects found"
EVT_000443,FDR_018,01/06/2009 08:00,01/06/2009 14:00,Unknown cause – reset successful
EVT_000444,FDR_014,22/12/2009 02:00,22/12/2009 10:00,Foil balloon contact on overhead line
EVT_000445,FDR_010,13/08/2009 12:00,13/08/2009 14:00,Swan strike mid span over river
EVT_000445_DUP,FDR_010,13/08/2009 12:02,13/08/2009 14:00,Duplicate trip record from control system
EVT_000446,FDR_022,23/01/2009 06:00,23/01/2009 19:00,Unknown cause – reset successful
EVT_000447,FDR_013,13/01/2009 17:00,14/01/2009 07:00,"Storm-related outage, multiple spans affected"
EVT_000448,FDR_025,15/03/2009 05:00,15/03/2009 15:00,UG cable insulation breakdown
EVT_000449,FDR_016,28/07/2009 15:00,29/07/2009 00:00,"HV trip – cause unclear, no defects found"
EVT_000449_DUP,FDR_016,28/07/2009 15:02,29/07/2009 00:00,Duplicate trip record from control system
EVT_000450,FDR_018,01/10/2009 07:00,01/10/2009 11:00,Unknown cause – reset successful
EVT_000451,FDR_013,11/05/2010 17:00,11/05/2010 22:00,"Storm-related outage, multiple spans affected"
EVT_000451_DUP,FDR_013,11/05/2010 17:02,11/05/2010 22:00,Duplicate trip record from control system
EVT_000452,FDR_023,11/07/2010 21:00,12/07/2010 05:00,Conductor damage mid span
EVT_000453,FDR_022,13/07/2010 13:00,13/07/2010 14:00,Conductor damage mid span
EVT_000454,FDR_013,19/10/2010 23:00,20/10/2010 13:00,UG cable strike during excavation works
EVT_000455,FDR_014,16/11/2010 08:00,16/11/2010 12:00,Tree contact on overhead line during high winds
EVT_000456,FDR_006,25/03/2010 17:00,25/03/2010 18:00,Conductor damage mid span
EVT_000456_DUP,FDR_006,25/03/2010 17:02,25/03/2010 18:00,Duplicate trip record from control system
EVT_000457,FDR_007,08/03/2010 00:00,08/03/2010 07:00,Cable joint failure suspected
EVT_000458,FDR_004,21/03/2010 12:00,21/03/2010 19:00,Foil balloon contact on overhead line
EVT_000459,FDR_005,13/05/2010 16:00,14/05/2010 02:00,Cable joint failure suspected
EVT_000460,FDR_020,02/08/2010 18:00,02/08/2010 23:00,"HV trip – cause unclear, no defects found"
EVT_000460_DUP,FDR_020,02/08/2010 18:02,02/08/2010 23:00,Duplicate trip record from control system
EVT_000461,FDR_003,25/02/2010 21:00,26/02/2010 01:00,UG cable strike during excavation works
EVT_000462,FDR_016,27/05/2010 18:00,27/05/2010 22:00,Conductor damage mid span
EVT_000462_DUP,FDR_016,27/05/2010 18:02,27/05/2010 22:00,Duplicate trip record from control system
EVT_000463,FDR_005,01/04/2010 22:00,01/04/2010 23:00,Conductor damage mid span
EVT_000464,FDR_003,27/02/2010 03:00,27/02/2010 17:00,"Storm-related outage, multiple spans affected"
EVT_000465,FDR_024,11/07/2010 05:00,11/07/2010 14:00,Tree contact on overhead line during high winds
EVT_000466,FDR_012,12/01/2010 20:00,13/01/2010 05:00,UG cable insulation breakdown
EVT_000467,FDR_014,13/03/2010 06:00,13/03/2010 08:00,Swan strike mid span over river
EVT_000468,FDR_005,05/08/2010 11:00,05/08/2010 21:00,Conductor damage mid span
EVT_000468_DUP,FDR_005,05/08/2010 11:02,05/08/2010 21:00,Duplicate trip record from control system
EVT_000469,FDR_022,16/04/2010 06:00,16/04/2010 09:00,Conductor damage mid span
EVT_000470,FDR_008,06/08/2010 12:00,07/08/2010 02:00,Bird strike on overhead conductor
EVT_000471,FDR_013,06/08/2010 22:00,07/08/2010 02:00,Insulator failure reported on cross-arm
EVT_000472,FDR_001,25/02/2010 20:00,26/02/2010 02:00,Insulator failure reported on cross-arm
EVT_000473,FDR_012,03/04/2010 07:00,03/04/2010 15:00,"Storm-related outage, multiple spans affected"
EVT_000474,FDR_018,16/09/2010 17:00,17/09/2010 02:00,Swan strike mid span over river
EVT_000475,FDR_021,19/02/2010 00:00,19/02/2010 06:00,Unknown cause – reset successful
EVT_000476,FDR_008,17/03/2010 19:00,17/03/2010 20:00,UG cable insulation breakdown
EVT_000476_DUP,FDR_008,17/03/2010 19:02,17/03/2010 20:00,Duplicate trip record from control system
EVT_000477,FDR_017,14/01/2010 07:00,14/01/2010 13:00,UG cable strike during excavation works
EVT_000478,FDR_011,17/06/2010 02:00,17/06/2010 15:00,UG cable strike during excavation works
EVT_000479,FDR_014,23/06/2010 17:00,24/06/2010 04:00,"Storm-related outage, multiple spans affected"
EVT_000480,FDR_007,22/02/2010 16:00,23/02/2010 02:00,Insulator failure reported on cross-arm
EVT_000480_DUP,FDR_007,22/02/2010 16:02,23/02/2010 02:00,Duplicate trip record from control system
EVT_000481,FDR_010,14/07/2010 19:00,15/07/2010 07:00,Foil balloon contact on overhead line
EVT_000482,FDR_009,08/07/2010 20:00,09/07/2010 06:00,Conductor damage mid span
EVT_000483,FDR_006,11/07/2010 13:00,11/07/2010 22:00,UG cable strike during excavation works
EVT_000484,FDR_016,20/07/2010 14:00,21/07/2010 04:00,UG cable insulation breakdown
EVT_000485,FDR_014,30/05/2010 16:00,30/05/2010 22:00,Unknown cause – reset successful
EVT_000486,FDR_015,07/03/2010 00:00,07/03/2010 03:00,Insulator failure reported on cross-arm
EVT_000487,FDR_012,23/11/2010 08:00,23/11/2010 11:00,Unknown cause – reset successful
EVT_000488,FDR_004,15/06/2010 03:00,15/06/2010 11:00,Unknown cause – reset successful
EVT_000489,FDR_025,11/08/2010 01:00,11/08/2010 14:00,UG cable insulation breakdown
EVT_000490,FDR_009,22/12/2010 23:00,23/12/2010 03:00,Squirrel on cross-arm causing fault
EVT_000491,FDR_012,22/06/2010 04:00,22/06/2010 14:00,"HV trip – cause unclear, no defects found"
EVT_000492,FDR_002,28/12/2010 18:00,28/12/2010 20:00,Insulator failure reported on cross-arm
EVT_000493,FDR_002,09/02/2010 22:00,10/02/2010 11:00,Conductor damage mid span
EVT_000494,FDR_021,06/03/2010 12:00,07/03/2010 00:00,Foil balloon contact on overhead line
EVT_000495,FDR_024,07/02/2010 00:00,07/02/2010 09:00,"Storm-related outage, multiple spans affected"
EVT_000496,FDR_019,21/02/2010 10:00,21/02/2010 15:00,Squirrel on cross-arm causing fault
EVT_000497,FDR_022,13/09/2010 22:00,14/09/2010 09:00,Conductor damage mid span
EVT_000498,FDR_016,17/11/2010 21:00,18/11/2010 08:00,Insulator failure reported on cross-arm
EVT_000499,FDR_025,10/05/2010 17:00,10/05/2010 22:00,"HV trip – cause unclear, no defects found"
EVT_000500,FDR_022,03/01/2010 08:00,03/01/2010 10:00,Foil balloon contact on overhead line
EVT_000501,FDR_013,22/04/2010 17:00,22/04/2010 21:00,"HV trip – cause unclear, no defects found"
EVT_000502,FDR_017,29/05/2010 14:00,29/05/2010 16:00,Conductor damage mid span
EVT_000502_DUP,FDR_017,29/05/2010 14:02,29/05/2010 16:00,Duplicate trip record from control system
EVT_000503,FDR_013,06/10/2011 15:00,07/10/2011 05:00,UG cable insulation breakdown
EVT_000504,FDR_019,17/08/2011 23:00,18/08/2011 13:00,Unknown cause – reset successful
EVT_000505,FDR_017,23/10/2011 09:00,23/10/2011 12:00,Insulator failure reported on cross-arm
EVT_000506,FDR_008,18/09/2011 13:00,18/09/2011 17:00,Swan strike mid span over river
EVT_000507,FDR_002,25/03/2011 07:00,25/03/2011 15:00,Squirrel on cross-arm causing fault
EVT_000508,FDR_009,26/08/2011 12:00,26/08/2011 13:00,Conductor damage mid span
EVT_000509,FDR_021,20/10/2011 18:00,21/10/2011 05:00,Swan strike mid span over river
EVT_000510,FDR_007,29/05/2011 06:00,29/05/2011 08:00,Foil balloon contact on overhead line
EVT_000511,FDR_011,29/01/2011 05:00,29/01/2011 19:00,UG cable strike during excavation works
